Sexo	Comunidades y Ciudades Autónomas	Edad	Periodo	Total
Hombres	10 Comunitat Valenciana	Menores de 25 años	2021T3	44,56
Hombres	10 Comunitat Valenciana	Menores de 25 años	2021T2	38,65
Hombres	10 Comunitat Valenciana	Menores de 25 años	2021T1	33,53
Hombres	10 Comunitat Valenciana	25 y más años	2023T4	67,55
Hombres	10 Comunitat Valenciana	25 y más años	2023T3	67,54
Hombres	10 Comunitat Valenciana	25 y más años	2023T2	66,8
Hombres	10 Comunitat Valenciana	25 y más años	2023T1	67,36
Hombres	10 Comunitat Valenciana	25 y más años	2022T4	68,1
Hombres	10 Comunitat Valenciana	25 y más años	2022T3	67,62
Hombres	10 Comunitat Valenciana	25 y más años	2022T2	66,8
Hombres	10 Comunitat Valenciana	25 y más años	2022T1	67,21
Hombres	10 Comunitat Valenciana	25 y más años	2021T4	67,35
Hombres	10 Comunitat Valenciana	25 y más años	2021T3	66,53
Hombres	10 Comunitat Valenciana	25 y más años	2021T2	66,44
Hombres	10 Comunitat Valenciana	25 y más años	2021T1	65,45
Hombres	10 Comunitat Valenciana	De 16 a 19 años	2023T4	15,64
Hombres	10 Comunitat Valenciana	De 16 a 19 años	2023T3	21,38
Hombres	10 Comunitat Valenciana	De 16 a 19 años	2023T2	19,33
Hombres	10 Comunitat Valenciana	De 16 a 19 años	2023T1	15,11
Hombres	10 Comunitat Valenciana	De 16 a 19 años	2022T4	16,62
Hombres	10 Comunitat Valenciana	De 16 a 19 años	2022T3	17,47
Hombres	10 Comunitat Valenciana	De 16 a 19 años	2022T2	17,2
Hombres	10 Comunitat Valenciana	De 16 a 19 años	2022T1	13,21
Hombres	10 Comunitat Valenciana	De 16 a 19 años	2021T4	15,98
Hombres	10 Comunitat Valenciana	De 16 a 19 años	2021T3	20,94
Hombres	10 Comunitat Valenciana	De 16 a 19 años	2021T2	17,56
Hombres	10 Comunitat Valenciana	De 16 a 19 años	2021T1	12,25
Hombres	10 Comunitat Valenciana	De 20 a 24 años	2023T4	58,01
Hombres	10 Comunitat Valenciana	De 20 a 24 años	2023T3	68,74
Hombres	10 Comunitat Valenciana	De 20 a 24 años	2023T2	62,28
Hombres	10 Comunitat Valenciana	De 20 a 24 años	2023T1	60,01
Hombres	10 Comunitat Valenciana	De 20 a 24 años	2022T4	59,66
Hombres	10 Comunitat Valenciana	De 20 a 24 años	2022T3	61,9
Hombres	10 Comunitat Valenciana	De 20 a 24 años	2022T2	56,61
Hombres	10 Comunitat Valenciana	De 20 a 24 años	2022T1	49,73
Hombres	10 Comunitat Valenciana	De 20 a 24 años	2021T4	48,29
Hombres	10 Comunitat Valenciana	De 20 a 24 años	2021T3	65,05
Hombres	10 Comunitat Valenciana	De 20 a 24 años	2021T2	56,61
Hombres	10 Comunitat Valenciana	De 20 a 24 años	2021T1	52,1
Hombres	10 Comunitat Valenciana	De 25 a 54 años	2023T4	92,02
Hombres	10 Comunitat Valenciana	De 25 a 54 años	2023T3	91,67
Hombres	10 Comunitat Valenciana	De 25 a 54 años	2023T2	92,11
Hombres	10 Comunitat Valenciana	De 25 a 54 años	2023T1	91,83
Hombres	10 Comunitat Valenciana	De 25 a 54 años	2022T4	93,26
Hombres	10 Comunitat Valenciana	De 25 a 54 años	2022T3	92,28
Hombres	10 Comunitat Valenciana	De 25 a 54 años	2022T2	91,19
Hombres	10 Comunitat Valenciana	De 25 a 54 años	2022T1	92,02
Hombres	10 Comunitat Valenciana	De 25 a 54 años	2021T4	91,93
Hombres	10 Comunitat Valenciana	De 25 a 54 años	2021T3	91,39
Hombres	10 Comunitat Valenciana	De 25 a 54 años	2021T2	91,11
Hombres	10 Comunitat Valenciana	De 25 a 54 años	2021T1	89,52
Hombres	10 Comunitat Valenciana	55 y más años	2023T4	35,86
Hombres	10 Comunitat Valenciana	55 y más años	2023T3	36,2
Hombres	10 Comunitat Valenciana	55 y más años	2023T2	33,84
Hombres	10 Comunitat Valenciana	55 y más años	2023T1	35,44
Hombres	10 Comunitat Valenciana	55 y más años	2022T4	35,18
Hombres	10 Comunitat Valenciana	55 y más años	2022T3	35,2
Hombres	10 Comunitat Valenciana	55 y más años	2022T2	34,58
Hombres	10 Comunitat Valenciana	55 y más años	2022T1	34,25
Hombres	10 Comunitat Valenciana	55 y más años	2021T4	34,43
Hombres	10 Comunitat Valenciana	55 y más años	2021T3	32,99
Hombres	10 Comunitat Valenciana	55 y más años	2021T2	32,89
Hombres	10 Comunitat Valenciana	55 y más años	2021T1	32,47
Hombres	11 Extremadura	Total	2023T4	61,37
Hombres	11 Extremadura	Total	2023T3	63,03
Hombres	11 Extremadura	Total	2023T2	62,51
Hombres	11 Extremadura	Total	2023T1	61,81
Hombres	11 Extremadura	Total	2022T4	61,11
Hombres	11 Extremadura	Total	2022T3	62,74
Hombres	11 Extremadura	Total	2022T2	61,95
Hombres	11 Extremadura	Total	2022T1	60,99
Hombres	11 Extremadura	Total	2021T4	61,68
Hombres	11 Extremadura	Total	2021T3	62,99
Hombres	11 Extremadura	Total	2021T2	61,29
Hombres	11 Extremadura	Total	2021T1	59,57
Hombres	11 Extremadura	Menores de 25 años	2023T4	29,26
Hombres	11 Extremadura	Menores de 25 años	2023T3	41,33
Hombres	11 Extremadura	Menores de 25 años	2023T2	32,08
Hombres	11 Extremadura	Menores de 25 años	2023T1	30,01
Hombres	11 Extremadura	Menores de 25 años	2022T4	34,18
Hombres	11 Extremadura	Menores de 25 años	2022T3	40,3
Hombres	11 Extremadura	Menores de 25 años	2022T2	38,1
Hombres	11 Extremadura	Menores de 25 años	2022T1	29,94
Hombres	11 Extremadura	Menores de 25 años	2021T4	32,49
Hombres	11 Extremadura	Menores de 25 años	2021T3	38,69
Hombres	11 Extremadura	Menores de 25 años	2021T2	33,55
Hombres	11 Extremadura	Menores de 25 años	2021T1	31,73
Hombres	11 Extremadura	25 y más años	2023T4	65,49
Hombres	11 Extremadura	25 y más años	2023T3	65,72
Hombres	11 Extremadura	25 y más años	2023T2	66,37
Hombres	11 Extremadura	25 y más años	2023T1	65,94
Hombres	11 Extremadura	25 y más años	2022T4	64,45
Hombres	11 Extremadura	25 y más años	2022T3	65,52
Hombres	11 Extremadura	25 y más años	2022T2	65,01
Hombres	11 Extremadura	25 y más años	2022T1	64,88
Hombres	11 Extremadura	25 y más años	2021T4	65,36
Hombres	11 Extremadura	25 y más años	2021T3	66,1
Hombres	11 Extremadura	25 y más años	2021T2	64,88
Hombres	11 Extremadura	25 y más años	2021T1	63,21
Hombres	11 Extremadura	De 16 a 19 años	2023T4	9,43
Hombres	11 Extremadura	De 16 a 19 años	2023T3	21,59
Hombres	11 Extremadura	De 16 a 19 años	2023T2	6,65
Hombres	11 Extremadura	De 16 a 19 años	2023T1	6,19
Hombres	11 Extremadura	De 16 a 19 años	2022T4	14,4
Hombres	11 Extremadura	De 16 a 19 años	2022T3	16,89
Hombres	11 Extremadura	De 16 a 19 años	2022T2	20,79
Hombres	11 Extremadura	De 16 a 19 años	2022T1	13,51
Hombres	11 Extremadura	De 16 a 19 años	2021T4	19
Hombres	11 Extremadura	De 16 a 19 años	2021T3	22,18
Hombres	11 Extremadura	De 16 a 19 años	2021T2	13,86
Hombres	11 Extremadura	De 16 a 19 años	2021T1	14,71
Hombres	11 Extremadura	De 20 a 24 años	2023T4	44,85
Hombres	11 Extremadura	De 20 a 24 años	2023T3	55,66
Hombres	11 Extremadura	De 20 a 24 años	2023T2	51,52
Hombres	11 Extremadura	De 20 a 24 años	2023T1	49,23
Hombres	11 Extremadura	De 20 a 24 años	2022T4	48,6
Hombres	11 Extremadura	De 20 a 24 años	2022T3	57,28
Hombres	11 Extremadura	De 20 a 24 años	2022T2	51,72
Hombres	11 Extremadura	De 20 a 24 años	2022T1	42,25
Hombres	11 Extremadura	De 20 a 24 años	2021T4	42,7
Hombres	11 Extremadura	De 20 a 24 años	2021T3	51,7
Hombres	11 Extremadura	De 20 a 24 años	2021T2	49,58
Hombres	11 Extremadura	De 20 a 24 años	2021T1	45,9
Hombres	11 Extremadura	De 25 a 54 años	2023T4	93,08
Hombres	11 Extremadura	De 25 a 54 años	2023T3	92,81
Hombres	11 Extremadura	De 25 a 54 años	2023T2	92,71
Hombres	11 Extremadura	De 25 a 54 años	2023T1	93,02
Hombres	11 Extremadura	De 25 a 54 años	2022T4	90,96
Hombres	11 Extremadura	De 25 a 54 años	2022T3	92,67
Hombres	11 Extremadura	De 25 a 54 años	2022T2	91,97
Hombres	11 Extremadura	De 25 a 54 años	2022T1	92,29
Hombres	11 Extremadura	De 25 a 54 años	2021T4	91,84
Hombres	11 Extremadura	De 25 a 54 años	2021T3	93,73
Hombres	11 Extremadura	De 25 a 54 años	2021T2	91,8
Hombres	11 Extremadura	De 25 a 54 años	2021T1	89,31
Hombres	11 Extremadura	55 y más años	2023T4	34,47
Hombres	11 Extremadura	55 y más años	2023T3	35,02
Hombres	11 Extremadura	55 y más años	2023T2	36,28
Hombres	11 Extremadura	55 y más años	2023T1	34,77
Hombres	11 Extremadura	55 y más años	2022T4	33,68
Hombres	11 Extremadura	55 y más años	2022T3	33,74
Hombres	11 Extremadura	55 y más años	2022T2	33,24
Hombres	11 Extremadura	55 y más años	2022T1	32,34
Hombres	11 Extremadura	55 y más años	2021T4	33,66
Hombres	11 Extremadura	55 y más años	2021T3	32,68
Hombres	11 Extremadura	55 y más años	2021T2	32,05
Hombres	11 Extremadura	55 y más años	2021T1	31,17
Hombres	12 Galicia	Total	2023T4	57,15
Hombres	12 Galicia	Total	2023T3	57,98
Hombres	12 Galicia	Total	2023T2	57,16
Hombres	12 Galicia	Total	2023T1	56,62
Hombres	12 Galicia	Total	2022T4	56,17
Hombres	12 Galicia	Total	2022T3	57,31
Hombres	12 Galicia	Total	2022T2	57,32
Hombres	12 Galicia	Total	2022T1	57,15
Hombres	12 Galicia	Total	2021T4	56,98
Hombres	12 Galicia	Total	2021T3	57,93
Hombres	12 Galicia	Total	2021T2	56,88
Hombres	12 Galicia	Total	2021T1	56,44
Hombres	12 Galicia	Menores de 25 años	2023T4	30,33
Hombres	12 Galicia	Menores de 25 años	2023T3	36,95
Hombres	12 Galicia	Menores de 25 años	2023T2	30,97
Hombres	12 Galicia	Menores de 25 años	2023T1	27,7
Hombres	12 Galicia	Menores de 25 años	2022T4	27,56
Hombres	12 Galicia	Menores de 25 años	2022T3	35,09
Hombres	12 Galicia	Menores de 25 años	2022T2	32,77
Hombres	12 Galicia	Menores de 25 años	2022T1	32,19
Hombres	12 Galicia	Menores de 25 años	2021T4	30,3
Hombres	12 Galicia	Menores de 25 años	2021T3	33,23
Hombres	12 Galicia	Menores de 25 años	2021T2	26,63
Hombres	12 Galicia	Menores de 25 años	2021T1	24,9
Hombres	12 Galicia	25 y más años	2023T4	60,02
Hombres	12 Galicia	25 y más años	2023T3	60,22
Hombres	12 Galicia	25 y más años	2023T2	59,96
Hombres	12 Galicia	25 y más años	2023T1	59,71
Hombres	12 Galicia	25 y más años	2022T4	59,21
Hombres	12 Galicia	25 y más años	2022T3	59,66
Hombres	12 Galicia	25 y más años	2022T2	59,91
Hombres	12 Galicia	25 y más años	2022T1	59,75
Hombres	12 Galicia	25 y más años	2021T4	59,74
Hombres	12 Galicia	25 y más años	2021T3	60,48
Hombres	12 Galicia	25 y más años	2021T2	59,98
Hombres	12 Galicia	25 y más años	2021T1	59,7
Hombres	12 Galicia	De 16 a 19 años	2023T4	6
Hombres	12 Galicia	De 16 a 19 años	2023T3	15
Hombres	12 Galicia	De 16 a 19 años	2023T2	8,54
Hombres	12 Galicia	De 16 a 19 años	2023T1	6,84
Hombres	12 Galicia	De 16 a 19 años	2022T4	8,42
Hombres	12 Galicia	De 16 a 19 años	2022T3	11,69
Hombres	12 Galicia	De 16 a 19 años	2022T2	12,13
Hombres	12 Galicia	De 16 a 19 años	2022T1	12,25
Hombres	12 Galicia	De 16 a 19 años	2021T4	10,79
Hombres	12 Galicia	De 16 a 19 años	2021T3	10,29
Hombres	12 Galicia	De 16 a 19 años	2021T2	7,97
Hombres	12 Galicia	De 16 a 19 años	2021T1	7,91
Hombres	12 Galicia	De 20 a 24 años	2023T4	50,34
Hombres	12 Galicia	De 20 a 24 años	2023T3	55,03
Hombres	12 Galicia	De 20 a 24 años	2023T2	49,87
Hombres	12 Galicia	De 20 a 24 años	2023T1	45,64
Hombres	12 Galicia	De 20 a 24 años	2022T4	43,92
Hombres	12 Galicia	De 20 a 24 años	2022T3	54,95
Hombres	12 Galicia	De 20 a 24 años	2022T2	50,38
Hombres	12 Galicia	De 20 a 24 años	2022T1	49,03
Hombres	12 Galicia	De 20 a 24 años	2021T4	46,7
Hombres	12 Galicia	De 20 a 24 años	2021T3	52,53
Hombres	12 Galicia	De 20 a 24 años	2021T2	42,2
Hombres	12 Galicia	De 20 a 24 años	2021T1	39,48
Hombres	12 Galicia	De 25 a 54 años	2023T4	89,18
Hombres	12 Galicia	De 25 a 54 años	2023T3	89,66
Hombres	12 Galicia	De 25 a 54 años	2023T2	89,09
Hombres	12 Galicia	De 25 a 54 años	2023T1	89,43
Hombres	12 Galicia	De 25 a 54 años	2022T4	88,7
Hombres	12 Galicia	De 25 a 54 años	2022T3	89,14
Hombres	12 Galicia	De 25 a 54 años	2022T2	89,55
Hombres	12 Galicia	De 25 a 54 años	2022T1	89,07
Hombres	12 Galicia	De 25 a 54 años	2021T4	88,98
Hombres	12 Galicia	De 25 a 54 años	2021T3	89,99
Hombres	12 Galicia	De 25 a 54 años	2021T2	88,94
Hombres	12 Galicia	De 25 a 54 años	2021T1	88,4
Hombres	12 Galicia	55 y más años	2023T4	29,61
Hombres	12 Galicia	55 y más años	2023T3	29,33
Hombres	12 Galicia	55 y más años	2023T2	29,17
Hombres	12 Galicia	55 y más años	2023T1	28,13
Hombres	12 Galicia	55 y más años	2022T4	27,69
Hombres	12 Galicia	55 y más años	2022T3	27,94
Hombres	12 Galicia	55 y más años	2022T2	27,86
Hombres	12 Galicia	55 y más años	2022T1	27,89
Hombres	12 Galicia	55 y más años	2021T4	27,76
Hombres	12 Galicia	55 y más años	2021T3	27,99
Hombres	12 Galicia	55 y más años	2021T2	27,86
Hombres	12 Galicia	55 y más años	2021T1	27,63
Hombres	13 Madrid, Comunidad de	Total	2023T4	67,94
Hombres	13 Madrid, Comunidad de	Total	2023T3	68,01
Hombres	13 Madrid, Comunidad de	Total	2023T2	68,29
Hombres	13 Madrid, Comunidad de	Total	2023T1	67,08
Hombres	13 Madrid, Comunidad de	Total	2022T4	67,54
Hombres	13 Madrid, Comunidad de	Total	2022T3	67,99
Hombres	13 Madrid, Comunidad de	Total	2022T2	68,74
Hombres	13 Madrid, Comunidad de	Total	2022T1	68,6
Hombres	13 Madrid, Comunidad de	Total	2021T4	67,88
Hombres	13 Madrid, Comunidad de	Total	2021T3	67,54
Hombres	13 Madrid, Comunidad de	Total	2021T2	67,57
Hombres	13 Madrid, Comunidad de	Total	2021T1	67,49
Hombres	13 Madrid, Comunidad de	Menores de 25 años	2023T4	38,75
Hombres	13 Madrid, Comunidad de	Menores de 25 años	2023T3	40,25
Hombres	13 Madrid, Comunidad de	Menores de 25 años	2023T2	37,36
Hombres	13 Madrid, Comunidad de	Menores de 25 años	2023T1	39,12
Hombres	13 Madrid, Comunidad de	Menores de 25 años	2022T4	39,31
Hombres	13 Madrid, Comunidad de	Menores de 25 años	2022T3	39,44
Hombres	13 Madrid, Comunidad de	Menores de 25 años	2022T2	39,74
Hombres	13 Madrid, Comunidad de	Menores de 25 años	2022T1	39,44
Hombres	13 Madrid, Comunidad de	Menores de 25 años	2021T4	37,09
Hombres	13 Madrid, Comunidad de	Menores de 25 años	2021T3	37,07
Hombres	13 Madrid, Comunidad de	Menores de 25 años	2021T2	36,79
Hombres	13 Madrid, Comunidad de	Menores de 25 años	2021T1	35,95
Hombres	13 Madrid, Comunidad de	25 y más años	2023T4	72,11
Hombres	13 Madrid, Comunidad de	25 y más años	2023T3	71,99
Hombres	13 Madrid, Comunidad de	25 y más años	2023T2	72,68
Hombres	13 Madrid, Comunidad de	25 y más años	2023T1	71,05
Hombres	13 Madrid, Comunidad de	25 y más años	2022T4	71,57
Hombres	13 Madrid, Comunidad de	25 y más años	2022T3	71,97
Hombres	13 Madrid, Comunidad de	25 y más años	2022T2	72,73
Hombres	13 Madrid, Comunidad de	25 y más años	2022T1	72,58
Hombres	13 Madrid, Comunidad de	25 y más años	2021T4	72,04
Hombres	13 Madrid, Comunidad de	25 y más años	2021T3	71,59
Hombres	13 Madrid, Comunidad de	25 y más años	2021T2	71,73
Hombres	13 Madrid, Comunidad de	25 y más años	2021T1	71,74
Hombres	13 Madrid, Comunidad de	De 16 a 19 años	2023T4	10,59
Hombres	13 Madrid, Comunidad de	De 16 a 19 años	2023T3	13,87
Hombres	13 Madrid, Comunidad de	De 16 a 19 años	2023T2	10,18
Hombres	13 Madrid, Comunidad de	De 16 a 19 años	2023T1	15,35
Hombres	13 Madrid, Comunidad de	De 16 a 19 años	2022T4	15,93
Hombres	13 Madrid, Comunidad de	De 16 a 19 años	2022T3	11,17
Hombres	13 Madrid, Comunidad de	De 16 a 19 años	2022T2	12,73
Hombres	13 Madrid, Comunidad de	De 16 a 19 años	2022T1	15,85
Hombres	13 Madrid, Comunidad de	De 16 a 19 años	2021T4	12,52
Hombres	13 Madrid, Comunidad de	De 16 a 19 años	2021T3	14,11
Hombres	13 Madrid, Comunidad de	De 16 a 19 años	2021T2	14,5
Hombres	13 Madrid, Comunidad de	De 16 a 19 años	2021T1	12,11
Hombres	13 Madrid, Comunidad de	De 20 a 24 años	2023T4	60,42
Hombres	13 Madrid, Comunidad de	De 20 a 24 años	2023T3	61,09
Hombres	13 Madrid, Comunidad de	De 20 a 24 años	2023T2	58,7
Hombres	13 Madrid, Comunidad de	De 20 a 24 años	2023T1	58,33
Hombres	13 Madrid, Comunidad de	De 20 a 24 años	2022T4	58,95
Hombres	13 Madrid, Comunidad de	De 20 a 24 años	2022T3	62,59
Hombres	13 Madrid, Comunidad de	De 20 a 24 años	2022T2	61,53
Hombres	13 Madrid, Comunidad de	De 20 a 24 años	2022T1	58,64
Hombres	13 Madrid, Comunidad de	De 20 a 24 años	2021T4	56,93
Hombres	13 Madrid, Comunidad de	De 20 a 24 años	2021T3	55,22
Hombres	13 Madrid, Comunidad de	De 20 a 24 años	2021T2	55,19
Hombres	13 Madrid, Comunidad de	De 20 a 24 años	2021T1	55,61
Hombres	13 Madrid, Comunidad de	De 25 a 54 años	2023T4	94,44
Hombres	13 Madrid, Comunidad de	De 25 a 54 años	2023T3	94,12
Hombres	13 Madrid, Comunidad de	De 25 a 54 años	2023T2	94,4
Hombres	13 Madrid, Comunidad de	De 25 a 54 años	2023T1	92,2
Hombres	13 Madrid, Comunidad de	De 25 a 54 años	2022T4	93,24
Hombres	13 Madrid, Comunidad de	De 25 a 54 años	2022T3	93,63
Hombres	13 Madrid, Comunidad de	De 25 a 54 años	2022T2	94,28
Hombres	13 Madrid, Comunidad de	De 25 a 54 años	2022T1	93,92
Hombres	13 Madrid, Comunidad de	De 25 a 54 años	2021T4	93,62
Hombres	13 Madrid, Comunidad de	De 25 a 54 años	2021T3	93,2
Hombres	13 Madrid, Comunidad de	De 25 a 54 años	2021T2	93,62
Hombres	13 Madrid, Comunidad de	De 25 a 54 años	2021T1	93,1
Hombres	13 Madrid, Comunidad de	55 y más años	2023T4	38,46
Hombres	13 Madrid, Comunidad de	55 y más años	2023T3	38,54
Hombres	13 Madrid, Comunidad de	55 y más años	2023T2	39,76
Hombres	13 Madrid, Comunidad de	55 y más años	2023T1	38,91
Hombres	13 Madrid, Comunidad de	55 y más años	2022T4	38,55
Hombres	13 Madrid, Comunidad de	55 y más años	2022T3	38,82
Hombres	13 Madrid, Comunidad de	55 y más años	2022T2	39,57
Hombres	13 Madrid, Comunidad de	55 y más años	2022T1	39,58
Hombres	13 Madrid, Comunidad de	55 y más años	2021T4	38,42
Hombres	13 Madrid, Comunidad de	55 y más años	2021T3	37,72
Hombres	13 Madrid, Comunidad de	55 y más años	2021T2	37,19
Hombres	13 Madrid, Comunidad de	55 y más años	2021T1	37,74
Hombres	14 Murcia, Región de	Total	2023T4	65,85
Hombres	14 Murcia, Región de	Total	2023T3	66,42
Hombres	14 Murcia, Región de	Total	2023T2	65,86
Hombres	14 Murcia, Región de	Total	2023T1	65,67
Hombres	14 Murcia, Región de	Total	2022T4	66,32
Hombres	14 Murcia, Región de	Total	2022T3	65,66
Hombres	14 Murcia, Región de	Total	2022T2	65,54
Hombres	14 Murcia, Región de	Total	2022T1	66,49
Hombres	14 Murcia, Región de	Total	2021T4	67,27
Hombres	14 Murcia, Región de	Total	2021T3	68,27
Hombres	14 Murcia, Región de	Total	2021T2	68,35
Hombres	14 Murcia, Región de	Total	2021T1	67,21
Hombres	14 Murcia, Región de	Menores de 25 años	2023T4	40,21
Hombres	14 Murcia, Región de	Menores de 25 años	2023T3	40,68
Hombres	14 Murcia, Región de	Menores de 25 años	2023T2	40,17
Hombres	14 Murcia, Región de	Menores de 25 años	2023T1	38,4
Hombres	14 Murcia, Región de	Menores de 25 años	2022T4	38,34
Hombres	14 Murcia, Región de	Menores de 25 años	2022T3	41,83
Hombres	14 Murcia, Región de	Menores de 25 años	2022T2	37,2
Hombres	14 Murcia, Región de	Menores de 25 años	2022T1	40,05
Hombres	14 Murcia, Región de	Menores de 25 años	2021T4	38,09
Hombres	14 Murcia, Región de	Menores de 25 años	2021T3	43,57
Hombres	14 Murcia, Región de	Menores de 25 años	2021T2	42
Hombres	14 Murcia, Región de	Menores de 25 años	2021T1	38,76
Hombres	14 Murcia, Región de	25 y más años	2023T4	69,96
Hombres	14 Murcia, Región de	25 y más años	2023T3	70,65
Hombres	14 Murcia, Región de	25 y más años	2023T2	70,05
Hombres	14 Murcia, Región de	25 y más años	2023T1	70,02
Hombres	14 Murcia, Región de	25 y más años	2022T4	70,83
Hombres	14 Murcia, Región de	25 y más años	2022T3	69,47
Hombres	14 Murcia, Región de	25 y más años	2022T2	70,06
Hombres	14 Murcia, Región de	25 y más años	2022T1	70,64
Hombres	14 Murcia, Región de	25 y más años	2021T4	71,79
Hombres	14 Murcia, Región de	25 y más años	2021T3	71,94
Hombres	14 Murcia, Región de	25 y más años	2021T2	72,29
Hombres	14 Murcia, Región de	25 y más años	2021T1	71,46
Hombres	14 Murcia, Región de	De 16 a 19 años	2023T4	16,35
Hombres	14 Murcia, Región de	De 16 a 19 años	2023T3	15,36
Hombres	14 Murcia, Región de	De 16 a 19 años	2023T2	17,29
Hombres	14 Murcia, Región de	De 16 a 19 años	2023T1	15,39
Hombres	14 Murcia, Región de	De 16 a 19 años	2022T4	20,99
Hombres	14 Murcia, Región de	De 16 a 19 años	2022T3	23,59
Hombres	14 Murcia, Región de	De 16 a 19 años	2022T2	22,09
Hombres	14 Murcia, Región de	De 16 a 19 años	2022T1	23,12
Hombres	14 Murcia, Región de	De 16 a 19 años	2021T4	14,55
Hombres	14 Murcia, Región de	De 16 a 19 años	2021T3	15,67
Hombres	14 Murcia, Región de	De 16 a 19 años	2021T2	20,37
Hombres	14 Murcia, Región de	De 16 a 19 años	2021T1	16,81
Hombres	14 Murcia, Región de	De 20 a 24 años	2023T4	59,71
Hombres	14 Murcia, Región de	De 20 a 24 años	2023T3	62,61
Hombres	14 Murcia, Región de	De 20 a 24 años	2023T2	59,79
Hombres	14 Murcia, Región de	De 20 a 24 años	2023T1	57,36
Hombres	14 Murcia, Región de	De 20 a 24 años	2022T4	53,25
Hombres	14 Murcia, Región de	De 20 a 24 años	2022T3	57,41
Hombres	14 Murcia, Región de	De 20 a 24 años	2022T2	50,18
Hombres	14 Murcia, Región de	De 20 a 24 años	2022T1	54,34
Hombres	14 Murcia, Región de	De 20 a 24 años	2021T4	57,69
Hombres	14 Murcia, Región de	De 20 a 24 años	2021T3	65,01
Hombres	14 Murcia, Región de	De 20 a 24 años	2021T2	59,02
Hombres	14 Murcia, Región de	De 20 a 24 años	2021T1	56,15
Hombres	14 Murcia, Región de	De 25 a 54 años	2023T4	90,83
Hombres	14 Murcia, Región de	De 25 a 54 años	2023T3	91,93
Hombres	14 Murcia, Región de	De 25 a 54 años	2023T2	90,51
Hombres	14 Murcia, Región de	De 25 a 54 años	2023T1	90,8
Hombres	14 Murcia, Región de	De 25 a 54 años	2022T4	92,17
Hombres	14 Murcia, Región de	De 25 a 54 años	2022T3	89,64
Hombres	14 Murcia, Región de	De 25 a 54 años	2022T2	90,69
Hombres	14 Murcia, Región de	De 25 a 54 años	2022T1	91,48
Hombres	14 Murcia, Región de	De 25 a 54 años	2021T4	91,34
Hombres	14 Murcia, Región de	De 25 a 54 años	2021T3	91,6
Hombres	14 Murcia, Región de	De 25 a 54 años	2021T2	92,38
Hombres	14 Murcia, Región de	De 25 a 54 años	2021T1	91,48
Hombres	14 Murcia, Región de	55 y más años	2023T4	37,92
Hombres	14 Murcia, Región de	55 y más años	2023T3	37,75
Hombres	14 Murcia, Región de	55 y más años	2023T2	38,15
Hombres	14 Murcia, Región de	55 y más años	2023T1	37,39
Hombres	14 Murcia, Región de	55 y más años	2022T4	37,16
Hombres	14 Murcia, Región de	55 y más años	2022T3	37,39
Hombres	14 Murcia, Región de	55 y más años	2022T2	36,99
Hombres	14 Murcia, Región de	55 y más años	2022T1	37,03
Hombres	14 Murcia, Región de	55 y más años	2021T4	40,09
Hombres	14 Murcia, Región de	55 y más años	2021T3	39,85
Hombres	14 Murcia, Región de	55 y más años	2021T2	39,13
Hombres	14 Murcia, Región de	55 y más años	2021T1	38,04
Hombres	15 Navarra, Comunidad Foral de	Total	2023T4	63,11
Hombres	15 Navarra, Comunidad Foral de	Total	2023T3	63,83
Hombres	15 Navarra, Comunidad Foral de	Total	2023T2	63,02
Hombres	15 Navarra, Comunidad Foral de	Total	2023T1	63,31
Hombres	15 Navarra, Comunidad Foral de	Total	2022T4	64,12
Hombres	15 Navarra, Comunidad Foral de	Total	2022T3	63,6
Hombres	15 Navarra, Comunidad Foral de	Total	2022T2	63,27
Hombres	15 Navarra, Comunidad Foral de	Total	2022T1	63,1
Hombres	15 Navarra, Comunidad Foral de	Total	2021T4	63,24
Hombres	15 Navarra, Comunidad Foral de	Total	2021T3	62,55
Hombres	15 Navarra, Comunidad Foral de	Total	2021T2	62,01
Hombres	15 Navarra, Comunidad Foral de	Total	2021T1	62,16
Hombres	15 Navarra, Comunidad Foral de	Menores de 25 años	2023T4	38,18
Hombres	15 Navarra, Comunidad Foral de	Menores de 25 años	2023T3	46
Hombres	15 Navarra, Comunidad Foral de	Menores de 25 años	2023T2	38,08
Hombres	15 Navarra, Comunidad Foral de	Menores de 25 años	2023T1	32,6
Hombres	15 Navarra, Comunidad Foral de	Menores de 25 años	2022T4	34,09
Hombres	15 Navarra, Comunidad Foral de	Menores de 25 años	2022T3	39,01
Hombres	15 Navarra, Comunidad Foral de	Menores de 25 años	2022T2	37,68
Hombres	15 Navarra, Comunidad Foral de	Menores de 25 años	2022T1	41,42
Hombres	15 Navarra, Comunidad Foral de	Menores de 25 años	2021T4	38,73
Hombres	15 Navarra, Comunidad Foral de	Menores de 25 años	2021T3	40,76
Hombres	15 Navarra, Comunidad Foral de	Menores de 25 años	2021T2	34,15
Hombres	15 Navarra, Comunidad Foral de	Menores de 25 años	2021T1	33,99
Hombres	15 Navarra, Comunidad Foral de	25 y más años	2023T4	66,68
Hombres	15 Navarra, Comunidad Foral de	25 y más años	2023T3	66,43
Hombres	15 Navarra, Comunidad Foral de	25 y más años	2023T2	66,59
Hombres	15 Navarra, Comunidad Foral de	25 y más años	2023T1	67,79
Hombres	15 Navarra, Comunidad Foral de	25 y más años	2022T4	68,47
