CCAA de su universidad	Ámbito de estudio	Tasas de actividad, empleo y paro	Total
Cantabria	Silvicultura	Tasa de actividad	0
Cantabria	Silvicultura	Tasa de empleo	0
Cantabria	Silvicultura	Tasa de paro	0
Cantabria	Veterinaria	Tasa de actividad	0
Cantabria	Veterinaria	Tasa de empleo	0
Cantabria	Veterinaria	Tasa de paro	0
Cantabria	09 - SALUD Y SERVICIOS SOCIALES	Tasa de actividad	100
Cantabria	09 - SALUD Y SERVICIOS SOCIALES	Tasa de empleo	93,9
Cantabria	09 - SALUD Y SERVICIOS SOCIALES	Tasa de paro	6,1
Cantabria	Medicina	Tasa de actividad	100
Cantabria	Medicina	Tasa de empleo	95,1
Cantabria	Medicina	Tasa de paro	4,9
Cantabria	Enfermería	Tasa de actividad	100
Cantabria	Enfermería	Tasa de empleo	97,2
Cantabria	Enfermería	Tasa de paro	2,8
Cantabria	Salud (Otros estudios)	Tasa de actividad	100
Cantabria	Salud (Otros estudios)	Tasa de empleo	89,1
Cantabria	Salud (Otros estudios)	Tasa de paro	10,9
Cantabria	Servicios sociales	Tasa de actividad	0
Cantabria	Servicios sociales	Tasa de empleo	0
Cantabria	Servicios sociales	Tasa de paro	0
Cantabria	10 - SERVICIOS	Tasa de actividad	92,9
Cantabria	10 - SERVICIOS	Tasa de empleo	92,9
Cantabria	10 - SERVICIOS	Tasa de paro	0
Cantabria	Actividades físicas y deportivas	Tasa de actividad	0
Cantabria	Actividades físicas y deportivas	Tasa de empleo	0
Cantabria	Actividades físicas y deportivas	Tasa de paro	0
Cantabria	Viajes, turismo y ocio	Tasa de actividad	100
Cantabria	Viajes, turismo y ocio	Tasa de empleo	100
Cantabria	Viajes, turismo y ocio	Tasa de paro	0
Cantabria	Servicios (Otros estudios)	Tasa de actividad	87,7
Cantabria	Servicios (Otros estudios)	Tasa de empleo	87,7
Cantabria	Servicios (Otros estudios)	Tasa de paro	0
Castilla y León	TOTAL	Tasa de actividad	94,6
Castilla y León	TOTAL	Tasa de empleo	87,9
Castilla y León	TOTAL	Tasa de paro	7,1
Castilla y León	01 - EDUCACIÓN	Tasa de actividad	94,6
Castilla y León	01 - EDUCACIÓN	Tasa de empleo	86,1
Castilla y León	01 - EDUCACIÓN	Tasa de paro	9
Castilla y León	Formación de docentes de enseñanza infantil	Tasa de actividad	91,9
Castilla y León	Formación de docentes de enseñanza infantil	Tasa de empleo	81,8
Castilla y León	Formación de docentes de enseñanza infantil	Tasa de paro	11
Castilla y León	Formación de docentes de enseñanza primaria	Tasa de actividad	95,2
Castilla y León	Formación de docentes de enseñanza primaria	Tasa de empleo	87,9
Castilla y León	Formación de docentes de enseñanza primaria	Tasa de paro	7,7
Castilla y León	Educación (Otros estudios)	Tasa de actividad	98,8
Castilla y León	Educación (Otros estudios)	Tasa de empleo	87,9
Castilla y León	Educación (Otros estudios)	Tasa de paro	11
Castilla y León	02 - ARTES Y HUMANIDADES	Tasa de actividad	88,9
Castilla y León	02 - ARTES Y HUMANIDADES	Tasa de empleo	69,9
Castilla y León	02 - ARTES Y HUMANIDADES	Tasa de paro	21,4
Castilla y León	Técnicas audiovisuales y medios de comunicación	Tasa de actividad	94,7
Castilla y León	Técnicas audiovisuales y medios de comunicación	Tasa de empleo	90
Castilla y León	Técnicas audiovisuales y medios de comunicación	Tasa de paro	5
Castilla y León	Artes (Otros estudios)	Tasa de actividad	84
Castilla y León	Artes (Otros estudios)	Tasa de empleo	62,6
Castilla y León	Artes (Otros estudios)	Tasa de paro	25,5
Castilla y León	Humanidades	Tasa de actividad	81,2
Castilla y León	Humanidades	Tasa de empleo	58,7
Castilla y León	Humanidades	Tasa de paro	27,8
Castilla y León	Lenguas	Tasa de actividad	94
Castilla y León	Lenguas	Tasa de empleo	73,4
Castilla y León	Lenguas	Tasa de paro	21,9
Castilla y León	03 - CIENCIAS SOCIALES, PERIODISMO Y DOCUMENTACIÓN	Tasa de actividad	94,1
Castilla y León	03 - CIENCIAS SOCIALES, PERIODISMO Y DOCUMENTACIÓN	Tasa de empleo	87,5
Castilla y León	03 - CIENCIAS SOCIALES, PERIODISMO Y DOCUMENTACIÓN	Tasa de paro	7
Castilla y León	Economía	Tasa de actividad	91,2
Castilla y León	Economía	Tasa de empleo	89,4
Castilla y León	Economía	Tasa de paro	1,9
Castilla y León	Psicología	Tasa de actividad	96,1
Castilla y León	Psicología	Tasa de empleo	87,4
Castilla y León	Psicología	Tasa de paro	9,1
Castilla y León	Ciencias sociales y del comportamiento (Otros estudios)	Tasa de actividad	86,3
Castilla y León	Ciencias sociales y del comportamiento (Otros estudios)	Tasa de empleo	80,7
Castilla y León	Ciencias sociales y del comportamiento (Otros estudios)	Tasa de paro	6,5
Castilla y León	Periodismo y documentación	Tasa de actividad	96,6
Castilla y León	Periodismo y documentación	Tasa de empleo	89
Castilla y León	Periodismo y documentación	Tasa de paro	7,8
Castilla y León	04 - NEGOCIOS, ADMINISTRACIÓN Y DERECHO	Tasa de actividad	90,2
Castilla y León	04 - NEGOCIOS, ADMINISTRACIÓN Y DERECHO	Tasa de empleo	83,6
Castilla y León	04 - NEGOCIOS, ADMINISTRACIÓN Y DERECHO	Tasa de paro	7,3
Castilla y León	Dirección y administración	Tasa de actividad	93,3
Castilla y León	Dirección y administración	Tasa de empleo	86,6
Castilla y León	Dirección y administración	Tasa de paro	7,2
Castilla y León	Negocios y administración (Otros estudios)	Tasa de actividad	91
Castilla y León	Negocios y administración (Otros estudios)	Tasa de empleo	80,8
Castilla y León	Negocios y administración (Otros estudios)	Tasa de paro	11,2
Castilla y León	Derecho	Tasa de actividad	82,7
Castilla y León	Derecho	Tasa de empleo	78,7
Castilla y León	Derecho	Tasa de paro	4,9
Castilla y León	05 - CIENCIAS	Tasa de actividad	91,1
Castilla y León	05 - CIENCIAS	Tasa de empleo	84
Castilla y León	05 - CIENCIAS	Tasa de paro	7,8
Castilla y León	Ciencias de la vida	Tasa de actividad	88,8
Castilla y León	Ciencias de la vida	Tasa de empleo	83,5
Castilla y León	Ciencias de la vida	Tasa de paro	6
Castilla y León	Medio ambiente	Tasa de actividad	94
Castilla y León	Medio ambiente	Tasa de empleo	86
Castilla y León	Medio ambiente	Tasa de paro	8,5
Castilla y León	Ciencias químicas, físicas y geológicas	Tasa de actividad	92,4
Castilla y León	Ciencias químicas, físicas y geológicas	Tasa de empleo	82,9
Castilla y León	Ciencias químicas, físicas y geológicas	Tasa de paro	10,2
Castilla y León	Matemáticas y estadística	Tasa de actividad	92,6
Castilla y León	Matemáticas y estadística	Tasa de empleo	87
Castilla y León	Matemáticas y estadística	Tasa de paro	6
Castilla y León	06 - INFORMÁTICA	Tasa de actividad	100
Castilla y León	06 - INFORMÁTICA	Tasa de empleo	97,9
Castilla y León	06 - INFORMÁTICA	Tasa de paro	2,1
Castilla y León	07 - INGENIERÍA, INDUSTRIA Y CONSTRUCCIÓN	Tasa de actividad	97,3
Castilla y León	07 - INGENIERÍA, INDUSTRIA Y CONSTRUCCIÓN	Tasa de empleo	92,9
Castilla y León	07 - INGENIERÍA, INDUSTRIA Y CONSTRUCCIÓN	Tasa de paro	4,5
Castilla y León	Ingeniería y profesiones afines	Tasa de actividad	98,1
Castilla y León	Ingeniería y profesiones afines	Tasa de empleo	96
Castilla y León	Ingeniería y profesiones afines	Tasa de paro	2,2
Castilla y León	Industria manufacturera y producción	Tasa de actividad	92,4
Castilla y León	Industria manufacturera y producción	Tasa de empleo	83,1
Castilla y León	Industria manufacturera y producción	Tasa de paro	10,1
Castilla y León	Arquitectura y construcción	Tasa de actividad	96,6
Castilla y León	Arquitectura y construcción	Tasa de empleo	89,1
Castilla y León	Arquitectura y construcción	Tasa de paro	7,7
Castilla y León	08 - AGRICULTURA, GANADERÍA, SILVICULTURA, PESCA Y VETERINARIA	Tasa de actividad	96,4
Castilla y León	08 - AGRICULTURA, GANADERÍA, SILVICULTURA, PESCA Y VETERINARIA	Tasa de empleo	92,9
Castilla y León	08 - AGRICULTURA, GANADERÍA, SILVICULTURA, PESCA Y VETERINARIA	Tasa de paro	3,6
Castilla y León	Agricultura y ganadería	Tasa de actividad	96,4
Castilla y León	Agricultura y ganadería	Tasa de empleo	94,6
Castilla y León	Agricultura y ganadería	Tasa de paro	1,9
Castilla y León	Silvicultura	Tasa de actividad	98,4
Castilla y León	Silvicultura	Tasa de empleo	96,8
Castilla y León	Silvicultura	Tasa de paro	1,6
Castilla y León	Veterinaria	Tasa de actividad	93,5
Castilla y León	Veterinaria	Tasa de empleo	82,6
Castilla y León	Veterinaria	Tasa de paro	11,7
Castilla y León	09 - SALUD Y SERVICIOS SOCIALES	Tasa de actividad	97,7
Castilla y León	09 - SALUD Y SERVICIOS SOCIALES	Tasa de empleo	95,9
Castilla y León	09 - SALUD Y SERVICIOS SOCIALES	Tasa de paro	1,8
Castilla y León	Medicina	Tasa de actividad	100
Castilla y León	Medicina	Tasa de empleo	100
Castilla y León	Medicina	Tasa de paro	0
Castilla y León	Enfermería	Tasa de actividad	97,9
Castilla y León	Enfermería	Tasa de empleo	96,9
Castilla y León	Enfermería	Tasa de paro	1
Castilla y León	Salud (Otros estudios)	Tasa de actividad	97,3
Castilla y León	Salud (Otros estudios)	Tasa de empleo	94,7
Castilla y León	Salud (Otros estudios)	Tasa de paro	2,6
Castilla y León	Servicios sociales	Tasa de actividad	95,2
Castilla y León	Servicios sociales	Tasa de empleo	90,6
Castilla y León	Servicios sociales	Tasa de paro	4,8
Castilla y León	10 - SERVICIOS	Tasa de actividad	94,2
Castilla y León	10 - SERVICIOS	Tasa de empleo	85,3
Castilla y León	10 - SERVICIOS	Tasa de paro	9,5
Castilla y León	Actividades físicas y deportivas	Tasa de actividad	94,4
Castilla y León	Actividades físicas y deportivas	Tasa de empleo	86,5
Castilla y León	Actividades físicas y deportivas	Tasa de paro	8,4
Castilla y León	Viajes, turismo y ocio	Tasa de actividad	93,4
Castilla y León	Viajes, turismo y ocio	Tasa de empleo	79,1
Castilla y León	Viajes, turismo y ocio	Tasa de paro	15,3
Castilla y León	Servicios (Otros estudios)	Tasa de actividad	0
Castilla y León	Servicios (Otros estudios)	Tasa de empleo	0
Castilla y León	Servicios (Otros estudios)	Tasa de paro	0
Castilla - La Mancha	TOTAL	Tasa de actividad	92,3
Castilla - La Mancha	TOTAL	Tasa de empleo	81,4
Castilla - La Mancha	TOTAL	Tasa de paro	11,8
Castilla - La Mancha	01 - EDUCACIÓN	Tasa de actividad	90,4
Castilla - La Mancha	01 - EDUCACIÓN	Tasa de empleo	75,2
Castilla - La Mancha	01 - EDUCACIÓN	Tasa de paro	16,7
Castilla - La Mancha	Formación de docentes de enseñanza infantil	Tasa de actividad	83,7
Castilla - La Mancha	Formación de docentes de enseñanza infantil	Tasa de empleo	67,2
Castilla - La Mancha	Formación de docentes de enseñanza infantil	Tasa de paro	19,7
Castilla - La Mancha	Formación de docentes de enseñanza primaria	Tasa de actividad	93,7
Castilla - La Mancha	Formación de docentes de enseñanza primaria	Tasa de empleo	78,8
Castilla - La Mancha	Formación de docentes de enseñanza primaria	Tasa de paro	15,9
Castilla - La Mancha	Educación (Otros estudios)	Tasa de actividad	97,8
Castilla - La Mancha	Educación (Otros estudios)	Tasa de empleo	87,9
Castilla - La Mancha	Educación (Otros estudios)	Tasa de paro	10,1
Castilla - La Mancha	02 - ARTES Y HUMANIDADES	Tasa de actividad	83,9
Castilla - La Mancha	02 - ARTES Y HUMANIDADES	Tasa de empleo	67,8
Castilla - La Mancha	02 - ARTES Y HUMANIDADES	Tasa de paro	19,2
Castilla - La Mancha	Técnicas audiovisuales y medios de comunicación	Tasa de actividad	0
Castilla - La Mancha	Técnicas audiovisuales y medios de comunicación	Tasa de empleo	0
Castilla - La Mancha	Técnicas audiovisuales y medios de comunicación	Tasa de paro	0
Castilla - La Mancha	Artes (Otros estudios)	Tasa de actividad	76,9
Castilla - La Mancha	Artes (Otros estudios)	Tasa de empleo	62,4
Castilla - La Mancha	Artes (Otros estudios)	Tasa de paro	18,9
Castilla - La Mancha	Humanidades	Tasa de actividad	87,9
Castilla - La Mancha	Humanidades	Tasa de empleo	66,5
Castilla - La Mancha	Humanidades	Tasa de paro	24,4
Castilla - La Mancha	Lenguas	Tasa de actividad	100
Castilla - La Mancha	Lenguas	Tasa de empleo	91,2
Castilla - La Mancha	Lenguas	Tasa de paro	8,8
Castilla - La Mancha	03 - CIENCIAS SOCIALES, PERIODISMO Y DOCUMENTACIÓN	Tasa de actividad	97,6
Castilla - La Mancha	03 - CIENCIAS SOCIALES, PERIODISMO Y DOCUMENTACIÓN	Tasa de empleo	89,2
Castilla - La Mancha	03 - CIENCIAS SOCIALES, PERIODISMO Y DOCUMENTACIÓN	Tasa de paro	8,6
Castilla - La Mancha	Economía	Tasa de actividad	96,7
Castilla - La Mancha	Economía	Tasa de empleo	90
Castilla - La Mancha	Economía	Tasa de paro	6,9
Castilla - La Mancha	Psicología	Tasa de actividad	0
Castilla - La Mancha	Psicología	Tasa de empleo	0
Castilla - La Mancha	Psicología	Tasa de paro	0
Castilla - La Mancha	Ciencias sociales y del comportamiento (Otros estudios)	Tasa de actividad	.
Castilla - La Mancha	Ciencias sociales y del comportamiento (Otros estudios)	Tasa de empleo	.
Castilla - La Mancha	Ciencias sociales y del comportamiento (Otros estudios)	Tasa de paro	.
Castilla - La Mancha	Periodismo y documentación	Tasa de actividad	100
Castilla - La Mancha	Periodismo y documentación	Tasa de empleo	86,7
Castilla - La Mancha	Periodismo y documentación	Tasa de paro	13,3
Castilla - La Mancha	04 - NEGOCIOS, ADMINISTRACIÓN Y DERECHO	Tasa de actividad	89,3
Castilla - La Mancha	04 - NEGOCIOS, ADMINISTRACIÓN Y DERECHO	Tasa de empleo	77
Castilla - La Mancha	04 - NEGOCIOS, ADMINISTRACIÓN Y DERECHO	Tasa de paro	13,8
Castilla - La Mancha	Dirección y administración	Tasa de actividad	91,8
Castilla - La Mancha	Dirección y administración	Tasa de empleo	81,7
Castilla - La Mancha	Dirección y administración	Tasa de paro	11
Castilla - La Mancha	Negocios y administración (Otros estudios)	Tasa de actividad	0
Castilla - La Mancha	Negocios y administración (Otros estudios)	Tasa de empleo	0
Castilla - La Mancha	Negocios y administración (Otros estudios)	Tasa de paro	0
Castilla - La Mancha	Derecho	Tasa de actividad	84,3
Castilla - La Mancha	Derecho	Tasa de empleo	67,6
Castilla - La Mancha	Derecho	Tasa de paro	19,8
Castilla - La Mancha	05 - CIENCIAS	Tasa de actividad	94,9
Castilla - La Mancha	05 - CIENCIAS	Tasa de empleo	88
Castilla - La Mancha	05 - CIENCIAS	Tasa de paro	7,2
Castilla - La Mancha	Ciencias de la vida	Tasa de actividad	100
Castilla - La Mancha	Ciencias de la vida	Tasa de empleo	93,4
Castilla - La Mancha	Ciencias de la vida	Tasa de paro	6,6
Castilla - La Mancha	Medio ambiente	Tasa de actividad	96,7
Castilla - La Mancha	Medio ambiente	Tasa de empleo	93,4
Castilla - La Mancha	Medio ambiente	Tasa de paro	3,4
Castilla - La Mancha	Ciencias químicas, físicas y geológicas	Tasa de actividad	90
Castilla - La Mancha	Ciencias químicas, físicas y geológicas	Tasa de empleo	78,7
Castilla - La Mancha	Ciencias químicas, físicas y geológicas	Tasa de paro	12,5
Castilla - La Mancha	Matemáticas y estadística	Tasa de actividad	0
Castilla - La Mancha	Matemáticas y estadística	Tasa de empleo	0
Castilla - La Mancha	Matemáticas y estadística	Tasa de paro	0
Castilla - La Mancha	06 - INFORMÁTICA	Tasa de actividad	97,6
Castilla - La Mancha	06 - INFORMÁTICA	Tasa de empleo	97,6
Castilla - La Mancha	06 - INFORMÁTICA	Tasa de paro	0
Castilla - La Mancha	07 - INGENIERÍA, INDUSTRIA Y CONSTRUCCIÓN	Tasa de actividad	97,7
Castilla - La Mancha	07 - INGENIERÍA, INDUSTRIA Y CONSTRUCCIÓN	Tasa de empleo	91,8
Castilla - La Mancha	07 - INGENIERÍA, INDUSTRIA Y CONSTRUCCIÓN	Tasa de paro	6
Castilla - La Mancha	Ingeniería y profesiones afines	Tasa de actividad	98,6
Castilla - La Mancha	Ingeniería y profesiones afines	Tasa de empleo	92,9
Castilla - La Mancha	Ingeniería y profesiones afines	Tasa de paro	5,8
Castilla - La Mancha	Industria manufacturera y producción	Tasa de actividad	94,9
Castilla - La Mancha	Industria manufacturera y producción	Tasa de empleo	80,1
Castilla - La Mancha	Industria manufacturera y producción	Tasa de paro	15,6
Castilla - La Mancha	Arquitectura y construcción	Tasa de actividad	95,9
Castilla - La Mancha	Arquitectura y construcción	Tasa de empleo	92,2
Castilla - La Mancha	Arquitectura y construcción	Tasa de paro	3,9
Castilla - La Mancha	08 - AGRICULTURA, GANADERÍA, SILVICULTURA, PESCA Y VETERINARIA	Tasa de actividad	92,6
Castilla - La Mancha	08 - AGRICULTURA, GANADERÍA, SILVICULTURA, PESCA Y VETERINARIA	Tasa de empleo	87,9
Castilla - La Mancha	08 - AGRICULTURA, GANADERÍA, SILVICULTURA, PESCA Y VETERINARIA	Tasa de paro	5,1
Castilla - La Mancha	Agricultura y ganadería	Tasa de actividad	90,4
Castilla - La Mancha	Agricultura y ganadería	Tasa de empleo	86,9
Castilla - La Mancha	Agricultura y ganadería	Tasa de paro	3,9
Castilla - La Mancha	Silvicultura	Tasa de actividad	100
Castilla - La Mancha	Silvicultura	Tasa de empleo	91,3
Castilla - La Mancha	Silvicultura	Tasa de paro	8,7
Castilla - La Mancha	Veterinaria	Tasa de actividad	0
Castilla - La Mancha	Veterinaria	Tasa de empleo	0
Castilla - La Mancha	Veterinaria	Tasa de paro	0
Castilla - La Mancha	09 - SALUD Y SERVICIOS SOCIALES	Tasa de actividad	96,9
Castilla - La Mancha	09 - SALUD Y SERVICIOS SOCIALES	Tasa de empleo	90,3
Castilla - La Mancha	09 - SALUD Y SERVICIOS SOCIALES	Tasa de paro	6,7
Castilla - La Mancha	Medicina	Tasa de actividad	100
Castilla - La Mancha	Medicina	Tasa de empleo	97,5
Castilla - La Mancha	Medicina	Tasa de paro	2,5
Castilla - La Mancha	Enfermería	Tasa de actividad	95,4
Castilla - La Mancha	Enfermería	Tasa de empleo	87,6
Castilla - La Mancha	Enfermería	Tasa de paro	8,2
Castilla - La Mancha	Salud (Otros estudios)	Tasa de actividad	100
Castilla - La Mancha	Salud (Otros estudios)	Tasa de empleo	99,1
Castilla - La Mancha	Salud (Otros estudios)	Tasa de paro	0,9
Castilla - La Mancha	Servicios sociales	Tasa de actividad	97,6
Castilla - La Mancha	Servicios sociales	Tasa de empleo	88,2
Castilla - La Mancha	Servicios sociales	Tasa de paro	9,6
Castilla - La Mancha	10 - SERVICIOS	Tasa de actividad	96,8
Castilla - La Mancha	10 - SERVICIOS	Tasa de empleo	87,5
Castilla - La Mancha	10 - SERVICIOS	Tasa de paro	9,6
Castilla - La Mancha	Actividades físicas y deportivas	Tasa de actividad	96,8
Castilla - La Mancha	Actividades físicas y deportivas	Tasa de empleo	87,5
Castilla - La Mancha	Actividades físicas y deportivas	Tasa de paro	9,6
Castilla - La Mancha	Viajes, turismo y ocio	Tasa de actividad	0
Castilla - La Mancha	Viajes, turismo y ocio	Tasa de empleo	0
Castilla - La Mancha	Viajes, turismo y ocio	Tasa de paro	0
Castilla - La Mancha	Servicios (Otros estudios)	Tasa de actividad	0
Castilla - La Mancha	Servicios (Otros estudios)	Tasa de empleo	0
Castilla - La Mancha	Servicios (Otros estudios)	Tasa de paro	0
Cataluña	TOTAL	Tasa de actividad	95,8
Cataluña	TOTAL	Tasa de empleo	90,8
Cataluña	TOTAL	Tasa de paro	5,2
Cataluña	01 - EDUCACIÓN	Tasa de actividad	95,3
Cataluña	01 - EDUCACIÓN	Tasa de empleo	92
Cataluña	01 - EDUCACIÓN	Tasa de paro	3,5
Cataluña	Formación de docentes de enseñanza infantil	Tasa de actividad	95,1
Cataluña	Formación de docentes de enseñanza infantil	Tasa de empleo	89,7
Cataluña	Formación de docentes de enseñanza infantil	Tasa de paro	5,7
Cataluña	Formación de docentes de enseñanza primaria	Tasa de actividad	96,9
Cataluña	Formación de docentes de enseñanza primaria	Tasa de empleo	95,4
Cataluña	Formación de docentes de enseñanza primaria	Tasa de paro	1,6
Cataluña	Educación (Otros estudios)	Tasa de actividad	93,5
Cataluña	Educación (Otros estudios)	Tasa de empleo	89,9
Cataluña	Educación (Otros estudios)	Tasa de paro	3,8
Cataluña	02 - ARTES Y HUMANIDADES	Tasa de actividad	91,4
Cataluña	02 - ARTES Y HUMANIDADES	Tasa de empleo	83,5
Cataluña	02 - ARTES Y HUMANIDADES	Tasa de paro	8,7
Cataluña	Técnicas audiovisuales y medios de comunicación	Tasa de actividad	91,7
Cataluña	Técnicas audiovisuales y medios de comunicación	Tasa de empleo	82
Cataluña	Técnicas audiovisuales y medios de comunicación	Tasa de paro	10,5
Cataluña	Artes (Otros estudios)	Tasa de actividad	92,6
Cataluña	Artes (Otros estudios)	Tasa de empleo	80,8
Cataluña	Artes (Otros estudios)	Tasa de paro	12,8
Cataluña	Humanidades	Tasa de actividad	85,7
Cataluña	Humanidades	Tasa de empleo	79,5
Cataluña	Humanidades	Tasa de paro	7,2
Cataluña	Lenguas	Tasa de actividad	94,7
Cataluña	Lenguas	Tasa de empleo	89,1
Cataluña	Lenguas	Tasa de paro	5,9
Cataluña	03 - CIENCIAS SOCIALES, PERIODISMO Y DOCUMENTACIÓN	Tasa de actividad	96,9
Cataluña	03 - CIENCIAS SOCIALES, PERIODISMO Y DOCUMENTACIÓN	Tasa de empleo	88,8
Cataluña	03 - CIENCIAS SOCIALES, PERIODISMO Y DOCUMENTACIÓN	Tasa de paro	8,4
Cataluña	Economía	Tasa de actividad	94
Cataluña	Economía	Tasa de empleo	89,7
Cataluña	Economía	Tasa de paro	4,5
Cataluña	Psicología	Tasa de actividad	99,1
Cataluña	Psicología	Tasa de empleo	86,7
Cataluña	Psicología	Tasa de paro	12,5
Cataluña	Ciencias sociales y del comportamiento (Otros estudios)	Tasa de actividad	95,4
Cataluña	Ciencias sociales y del comportamiento (Otros estudios)	Tasa de empleo	92,8
Cataluña	Ciencias sociales y del comportamiento (Otros estudios)	Tasa de paro	2,7
Cataluña	Periodismo y documentación	Tasa de actividad	98,2
Cataluña	Periodismo y documentación	Tasa de empleo	86,2
Cataluña	Periodismo y documentación	Tasa de paro	12,2
Cataluña	04 - NEGOCIOS, ADMINISTRACIÓN Y DERECHO	Tasa de actividad	96
Cataluña	04 - NEGOCIOS, ADMINISTRACIÓN Y DERECHO	Tasa de empleo	92,5
Cataluña	04 - NEGOCIOS, ADMINISTRACIÓN Y DERECHO	Tasa de paro	3,7
Cataluña	Dirección y administración	Tasa de actividad	96,9
Cataluña	Dirección y administración	Tasa de empleo	94,2
Cataluña	Dirección y administración	Tasa de paro	2,8
Cataluña	Negocios y administración (Otros estudios)	Tasa de actividad	97
Cataluña	Negocios y administración (Otros estudios)	Tasa de empleo	92,4
Cataluña	Negocios y administración (Otros estudios)	Tasa de paro	4,7
Cataluña	Derecho	Tasa de actividad	93,6
Cataluña	Derecho	Tasa de empleo	89
Cataluña	Derecho	Tasa de paro	4,9
Cataluña	05 - CIENCIAS	Tasa de actividad	96,8
Cataluña	05 - CIENCIAS	Tasa de empleo	87
Cataluña	05 - CIENCIAS	Tasa de paro	10,1
Cataluña	Ciencias de la vida	Tasa de actividad	98
Cataluña	Ciencias de la vida	Tasa de empleo	84,2
Cataluña	Ciencias de la vida	Tasa de paro	14
Cataluña	Medio ambiente	Tasa de actividad	97,5
Cataluña	Medio ambiente	Tasa de empleo	95,4
Cataluña	Medio ambiente	Tasa de paro	2,2
Cataluña	Ciencias químicas, físicas y geológicas	Tasa de actividad	94,9
Cataluña	Ciencias químicas, físicas y geológicas	Tasa de empleo	87,9
Cataluña	Ciencias químicas, físicas y geológicas	Tasa de paro	7,4
Cataluña	Matemáticas y estadística	Tasa de actividad	93,1
Cataluña	Matemáticas y estadística	Tasa de empleo	91,1
Cataluña	Matemáticas y estadística	Tasa de paro	2,1
Cataluña	06 - INFORMÁTICA	Tasa de actividad	98,3
Cataluña	06 - INFORMÁTICA	Tasa de empleo	97,1
Cataluña	06 - INFORMÁTICA	Tasa de paro	1,2
Cataluña	07 - INGENIERÍA, INDUSTRIA Y CONSTRUCCIÓN	Tasa de actividad	96,3
Cataluña	07 - INGENIERÍA, INDUSTRIA Y CONSTRUCCIÓN	Tasa de empleo	93,3
Cataluña	07 - INGENIERÍA, INDUSTRIA Y CONSTRUCCIÓN	Tasa de paro	3,2
Cataluña	Ingeniería y profesiones afines	Tasa de actividad	96,2
Cataluña	Ingeniería y profesiones afines	Tasa de empleo	92,9
Cataluña	Ingeniería y profesiones afines	Tasa de paro	3,5
Cataluña	Industria manufacturera y producción	Tasa de actividad	100
Cataluña	Industria manufacturera y producción	Tasa de empleo	95,2
Cataluña	Industria manufacturera y producción	Tasa de paro	4,8
Cataluña	Arquitectura y construcción	Tasa de actividad	96
Cataluña	Arquitectura y construcción	Tasa de empleo	94
Cataluña	Arquitectura y construcción	Tasa de paro	2,1
Cataluña	08 - AGRICULTURA, GANADERÍA, SILVICULTURA, PESCA Y VETERINARIA	Tasa de actividad	97,8
Cataluña	08 - AGRICULTURA, GANADERÍA, SILVICULTURA, PESCA Y VETERINARIA	Tasa de empleo	93,1
Cataluña	08 - AGRICULTURA, GANADERÍA, SILVICULTURA, PESCA Y VETERINARIA	Tasa de paro	4,8
Cataluña	Agricultura y ganadería	Tasa de actividad	97,6
Cataluña	Agricultura y ganadería	Tasa de empleo	92,6
Cataluña	Agricultura y ganadería	Tasa de paro	5,1
Cataluña	Silvicultura	Tasa de actividad	96,1
Cataluña	Silvicultura	Tasa de empleo	92,1
Cataluña	Silvicultura	Tasa de paro	4,2
Cataluña	Veterinaria	Tasa de actividad	98,3
Cataluña	Veterinaria	Tasa de empleo	93,7
Cataluña	Veterinaria	Tasa de paro	4,7
Cataluña	09 - SALUD Y SERVICIOS SOCIALES	Tasa de actividad	96,7
Cataluña	09 - SALUD Y SERVICIOS SOCIALES	Tasa de empleo	92,9
Cataluña	09 - SALUD Y SERVICIOS SOCIALES	Tasa de paro	3,9
Cataluña	Medicina	Tasa de actividad	96
Cataluña	Medicina	Tasa de empleo	93,5
Cataluña	Medicina	Tasa de paro	2,6
Cataluña	Enfermería	Tasa de actividad	95,8
Cataluña	Enfermería	Tasa de empleo	95,1
Cataluña	Enfermería	Tasa de paro	0,7
Cataluña	Salud (Otros estudios)	Tasa de actividad	98,3
Cataluña	Salud (Otros estudios)	Tasa de empleo	90,7
Cataluña	Salud (Otros estudios)	Tasa de paro	7,8
Cataluña	Servicios sociales	Tasa de actividad	94,3
Cataluña	Servicios sociales	Tasa de empleo	92,2
Cataluña	Servicios sociales	Tasa de paro	2,3
Cataluña	10 - SERVICIOS	Tasa de actividad	95,1
Cataluña	10 - SERVICIOS	Tasa de empleo	87,7
Cataluña	10 - SERVICIOS	Tasa de paro	7,7
Cataluña	Actividades físicas y deportivas	Tasa de actividad	98,8
Cataluña	Actividades físicas y deportivas	Tasa de empleo	94,5
Cataluña	Actividades físicas y deportivas	Tasa de paro	4,3
Cataluña	Viajes, turismo y ocio	Tasa de actividad	91
Cataluña	Viajes, turismo y ocio	Tasa de empleo	79,2
Cataluña	Viajes, turismo y ocio	Tasa de paro	12,9
Cataluña	Servicios (Otros estudios)	Tasa de actividad	96,6
Cataluña	Servicios (Otros estudios)	Tasa de empleo	94,4
Cataluña	Servicios (Otros estudios)	Tasa de paro	2,4
Comunitat Valenciana	TOTAL	Tasa de actividad	93,3
Comunitat Valenciana	TOTAL	Tasa de empleo	85,2
Comunitat Valenciana	TOTAL	Tasa de paro	8,7
